Arquivo,Data,Hora,Vel_Regulamentada (Km/h),Vel_Medida (Km/h),Vel_Considerada (Km/h),Erro
214879\420999_11.jpg,18/08/2025,11H02MIN37S,20,40,,
214880\421001_11.jpg,18/08/2025,11H02MIN40S,20,40,,
214881\421003_11.jpg,18/08/2025,11H02MIN42S,20,40,,
214882\421005_11.jpg,18/08/2025,11H02MIN45S,20,40,,
214883\421007_11.jpg,18/08/2025,11H02MIN48S,20,40,,
214884\421009_11.jpg,18/08/2025,11H02MIN,20,40,,
214885\421011_11.jpg,18/08/2025,11H02MIN,20,40,,
214886\421013_11.jpg,18/08/2025,11H02MIN,20,40,,
214887\421015_11.jpg,18/08/2025,11H02MIN59S,20,40,,
214888\421017_11.jpg,18/08/2025,11H03MIN02S,20,40,,
214889\421019_11.jpg,18/08/2025,11H03MIN04S,20,40,,
214890\421021_11.jpg,18/08/2025,11H03MIN07S,20,40,,
214891\421023_11.jpg,18/08/2025,11H03MINI,20,40,,
214892\421025_11.jpg,18/08/2025,11H03MINI3S,20,40,,
214893\421027_11.jpg,18/08/2025,11H03MINI,20,40,,
214894\421029_11.jpg,18/08/2025,11H03MIN18S,20,40,,
214895\421031_11.jpg,18/08/2025,11H03MIN2IS,20,40,,
214896\421033_11.jpg,18/08/2025,11H03MIN23S,20,40,,
214897\421035_11.jpg,18/08/2025,11H03MIN26S,20,40,,
214898\421037_11.jpg,18/08/2025,11H03MIN29S,20,40,,
214899\421039_11.jpg,18/08/2025,11H03MIN32S,20,40,,
214900\421041_11.jpg,18/08/2025,11H03MIN34S,20,40,,
214901\421043_11.jpg,18/08/2025,11H03MIN3,20,40,,
214902\421045_11.jpg,18/08/2025,11H03MIN40S,20,40,,
214903\421047_11.jpg,18/08/2025,11H03MIN43S,20,40,,
214904\421049_11.jpg,18/08/2025,11H03MIN45S,20,40,,
214905\421051_11.jpg,18/08/2025,11H03MIN48S,20,40,,
214906\421053_11.jpg,18/08/2025,11H03MIN,20,40,,
214907\421055_11.jpg,18/08/2025,11H03MIN,20,40,,
214908\421057_11.jpg,18/08/2025,11H03MIN,20,40,,
214909\421059_11.jpg,18/08/2025,11H03MIN,20,40,,
214910\421061_11.jpg,18/08/2025,11H04MIN02S,20,40,,
214911\421063_11.jpg,18/08/2025,11H04MIN04S,20,40,,
214912\421065_11.jpg,18/08/2025,11H04MIN07S,20,40,,
214913\421067_11.jpg,18/08/2025,11H04MIN10S,20,40,,
214914\421069_11.jpg,18/08/2025,11H04MIN13S,20,40,,
214915\421071_11.jpg,18/08/2025,11H04MINI,20,40,,
214916\421073_11.jpg,18/08/2025,11H04MIS,20,40,,
214917\421075_11.jpg,18/08/2025,11H04MIN21S,20,40,,
214918\421077_11.jpg,18/08/2025,11H04MIN24S,20,4,,Resultado parcial
214919\421079_11.jpg,18/08/,11H04MIN26S,20,40,,
214920\421081_11.jpg,18/08/2025,11H04MIN29S,20,40,,
214921\421083_11.jpg,18/08/2025,11H04,20,40,,
214922\421085_11.jpg,18/08/2025,11H04MIN34S,20,40,,
214923\421087_11.jpg,18/08/2025,11H04MIN3,20,40,,
214924\421089_11.jpg,18/08/2025,11H04MIN40S,20,40,,
214925\421091_11.jpg,18/08/2025,11H04N,20,4,,Resultado parcial
214926\421093_11.jpg,18/08/2025,11H04MIN4,20,40,,
214927\421095_11.jpg,18/08/2025,11H04MIN48S,20,40,,
214928\421097_11.jpg,18/08/2025,11H04MIN,20,40,,
214929\421099_11.jpg,18/08/2025,11H04MIN54S,2,40,,
214930\421101_11.jpg,18/08/2025,11H04MIN,20,40,,
214931\421103_11.jpg,18/08/2025,11H04MIN,20,40,,
214932\421105_11.jpg,18/08/2025,11H0,20,40,,
214933\421107_11.jpg,18/08/2025,11H0,20,40,,
214934\421109_11.jpg,18/08/2025,11H0,20,40,,
214935\421111_11.jpg,18/08/2025,11H0,20,40,,
214936\421113_11.jpg,18/08/2025,11H0,20,40,,
214937\421115_11.jpg,18/08/2025,11H0,20,40,,
214938\421117_11.jpg,18/08/2025,11H0,20,40,,
214939\421119_11.jpg,18/08/2025,11H,20,40,,
214940\421121_11.jpg,18/08/2025,11H05MIN,20,40,,
214941\421123_11.jpg,18/08/2025,11H0,20,40,,
214942\421125_11.jpg,18/08/2025,11H0,20,40,,
214943\421127_11.jpg,18/08/2025,11H0,20,40,,
214944\421129_11.jpg,18/08/2025,11H0,20,40,,
214945\421131_11.jpg,18/08/2025,11H0,20,40,,
214946\421133_11.jpg,18/08/2025,11H0,20,40,,
214947\421135_11.jpg,18/08/2025,11H0,20,40,,
214948\421137_11.jpg,18/08/2025,11H0,20,40,,
214949\421139_11.jpg,18/08/2025,11H0,20,40,,
214950\421141_11.jpg,18/08/2025,11H0,20,40,,
214951\421143_11.jpg,18/08/2025,11H0,20,40,,
214952\421145_11.jpg,18/08/2025,11H0,20,40,,
214953\421147_11.jpg,18/08/2025,11H0,20,40,,
214954\421149_11.jpg,18/08/2025,11H06MIN02S,20,40,,
214955\421151_11.jpg,18/08/2025,11H06MIN0,20,40,,
214956\421153_11.jpg,18/08/2025,11H06MIN07S,20,40,,
214957\421155_11.jpg,4,11H06MIN1,20,40,,
214958\421157_11.jpg,18/08/2025,11H06MIN13S,20,40,,
214959\421159_11.jpg,18/08/2025,11H06MIN16S,20,40,,
214960\421161_11.jpg,18/08/2025,11H06MIN18S,20,40,,
214961\421163_11.jpg,18/08/2025,11H06MIN21S,20,40,,
214962\421165_11.jpg,18/08/2025,11H06MIN24S,20,40,,
214963\421167_11.jpg,18/08/2025,11H06MIN26S,20,40,,
214964\421169_11.jpg,18/08/2025,11H06MIN29S,20,40,,
214965\421171_11.jpg,18/08/2025,11H06MIN32S,20,40,,
214966\421173_11.jpg,18/08/2025,11H06MIN35S,20,40,,
214967\421175_11.jpg,18/08/2025,11H06MIN37S,20,40,,
214968\421177_11.jpg,18/08/2025,11H06MIN40S,20,40,,
214969\421179_11.jpg,18/08/2025,11H06MIN43S,20,40,,
214970\421181_11.jpg,18/08/2025,11H06MIN46S,20,40,,
214971\421183_11.jpg,18/08/2025,11H06MIN48S,20,40,,
214972\421185_11.jpg,18/08/2025,11H06MIN,20,40,,
214973\421187_11.jpg,18/08/2025,11H06MIN54S,20,4,,Resultado parcial
214974\421189_11.jpg,18/08/2025,11H06MIN57S,20,40,,
214975\421191_11.jpg,18/08/2025,11H06MIN,20,40,,
214976\421193_11.jpg,18/08/2025,11H07MIN02S,20,40,,
214977\421195_11.jpg,18/08/2025,11H07MIN0,20,40,,
214978\421197_11.jpg,18/08/2025,11H07MIN07S,20,40,,
214979\421199_11.jpg,18/08/2025,11H07MIN1I0,20,40,,
214980\421201_11.jpg,18/08/2025,11H07MIN1I3S,20,40,,
214981\421203_11.jpg,18/08/2025,11H07MINI6S,20,40,,
214982\421205_11.jpg,18/08/2025,11H07MIN1,20,40,,
214983\421207_11.jpg,18/08/2025,11H07MIN21S,20,40,,
214984\421209_11.jpg,18/08/2025,11H07MIN24S,20,40,,
214985\421211_11.jpg,18/08/2025,11H07MIN27S,20,40,,
214986\421213_11.jpg,18/08/2025,11H07,20,40,,
214987\421215_11.jpg,18,11H07MIN32S,20,40,,
214988\421217_11.jpg,18/08/2025,11H07MIN35S,20,40,,
214989\421219_11.jpg,18/08/2025,11H07,20,40,,
214990\421221_11.jpg,18/08/2025,1,20,40,,
214991\421223_11.jpg,18/08/2025,11H07,20,40,,
214992\421225_11.jpg,18/08/2025,11H07,20,40,,
214993\421227_11.jpg,18/08/2025,11H07,20,40,,
214994\421229_11.jpg,18/08/2025,11H07,20,40,,
214995\421231_11.jpg,18/08/2025,11H07MIN,20,40,,
214996\421233_11.jpg,18/08/2025,11H07MIN57S,20,40,,
214997\421235_11.jpg,18/08/2025,11H07MIN59S,20,40,,
214998\421237_11.jpg,18/08/2025,11H08MIN02S,20,40,,
214999\421239_11.jpg,18/08/2025,11H08MIN0,20,40,,
215000\421241_11.jpg,18/08/2025,11H08MIN08S,20,40,,
215001\421243_11.jpg,18/08/2025,11H08MIN10S,20,40,,
215002\421245_11.jpg,18/08/2025,11H08MIN13,20,40,,
215003\421247_11.jpg,18/08/2025,11H08MIN16S,20,40,,
215004\421249_11.jpg,18/08/2025,11H08MINI8S,20,40,,
215005\421251_11.jpg,18/08/,11H08MIN21S,20,40,,
215006\421253_11.jpg,18/08/2025,11H08MIN24S,20,40,,
215007\421255_11.jpg,18/08/2025,11H08MIN27S,20,40,,
215008\421257_11.jpg,18/08/2025,11H08MIN29S,20,40,,
215009\421259_11.jpg,18/08/2025,11H08MIN32S,20,40,,
215010\421261_11.jpg,18/08/2025,11H08MIN3,20,40,,
215011\421263_11.jpg,18/08/2025,11H08MIN38S,20,40,,
215012\421265_11.jpg,18/08/2025,11H08MIN40S,20,40,,
215013\421267_11.jpg,18/08/2025,11H08MIN43S,20,40,,
215014\421269_11.jpg,18/08/2025,11H08MIN46S,20,40,,
215015\421271_11.jpg,18/08/2025,11H08MIN49S,20,40,,
215016\421273_11.jpg,18/08/2025,11H08MIN,20,40,,
215017\421275_11.jpg,18/08/2025,11H08MIN,20,40,,
215018\421277_11.jpg,18/08/2025,11H08MIN5,20,40,,
215019\421279_11.jpg,18/08/2025,11H08MIN,20,40,,
215020\421281_11.jpg,18/08/2025,11H09MIN02S,20,40,,
215021\421283_11.jpg,18/08/2025,11H09MIN0,20,40,,
215022\421285_11.jpg,18/08/2025,11H09MIN08S,20,40,,
215023\421287_11.jpg,18/08/2025,11H09MIN10S,20,40,,
215024\421289_11.jpg,18/08/2025,11H09MIN13S,20,40,,
215025\421291_11.jpg,18/08/2025,11H09MIN,20,40,,
215026\421293_11.jpg,18/08/2025,11H09MINI9S,20,40,,
215027\421295_11.jpg,18/08/2025,11H09MIN21S,20,40,,
215028\421297_11.jpg,18/08/2025,11H09MIN24S,20,40,,
215029\421299_11.jpg,18/08/2025,11H09MIN27S,20,40,,
215030\421301_11.jpg,18/08/2025,11H09MIN30S,20,40,,
215031\421303_11.jpg,18/08/2025,11H09MIN32S,20,40,,
215032\421305_11.jpg,18/08/2025,11H09MIN3,20,40,,
215033\421307_11.jpg,18/08/2025,11H09MIN38S,20,40,,
215034\421309_11.jpg,18/08/2025,11H09MIN40S,20,40,,
215035\421311_11.jpg,18/08/2025,11H09MIN43S,20,40,,
215036\421313_11.jpg,18/08/2025,11H09MIN46S,20,40,,
215037\421315_11.jpg,18/08/2025,11H09MIN49S,20,40,,
215038\421317_11.jpg,18/08/2025,11H09MIN,20,40,,
215039\421319_11.jpg,18/08/2025,11H09MIN,20,40,,
215040\421321_11.jpg,18/08/2025,11H09MIN57S,20,40,,
215041\421323_11.jpg,18/08/2025,11H10MIN00S,20,40,,
215042\421325_11.jpg,18/08/2025,11H10MIN02S,20,40,,
215043\421327_11.jpg,18/08/2025,11H10MIN0,20,40,,
215044\421329_11.jpg,18/08/2025,11H10MIN08S,20,40,,
215045\421331_11.jpg,18/08/2025,11H10MINI,20,40,,
215046\421333_11.jpg,18/08/2025,11H10MIN13S,20,40,,
215047\421335_11.jpg,18/08/2025,11H10MINI,20,40,,
215048\421337_11.jpg,18/08/2025,11H10MIN19S,20,40,,
215049\421339_11.jpg,18/08/2025,11H10MIN21S,20,40,,
215050\421341_11.jpg,18/08/2025,11H10MIN24S,20,40,,
215051\421343_11.jpg,18/08/2025,11H10MIN27S,20,40,,
215052\421345_11.jpg,18/08/2025,11H10MIN30S,20,40,,
215053\421347_11.jpg,18/08/2025,11H10MIN32,20,40,,
215054\421349_11.jpg,18/08/2025,11H10MIN3,20,40,,
215055\421351_11.jpg,18/08/2025,11H10MIN38S,20,40,,
215056\421353_11.jpg,18/08/2025,11H10MIN41S,20,40,,
215057\421355_11.jpg,18/08/2025,11H10MIN43S,20,40,,
215058\421357_11.jpg,18/08/2025,11H10MIN46S,20,40,,
215059\421359_11.jpg,18/08/2025,11H10MIN49S,20,40,,
215060\421361_11.jpg,18/08/2025,11H10MIN,20,40,,
215061\421363_11.jpg,18/08/2025,11H10MIN,20,40,,
215062\421365_11.jpg,18/08/2025,11H10MIN57S,20,40,,
215063\421367_11.jpg,18/08/2025,11H1IMIN00S,20,40,,
215064\421369_11.jpg,18/08/,11H11MIN02S,20,40,,
215065\421371_11.jpg,18/08/2025,11H1IMIN0,20,40,,
215066\421373_11.jpg,18/08/2025,11H11MIN08S,20,40,,
215067\421375_11.jpg,18/08/2025,11H1IMINI,20,40,,
215068\421377_11.jpg,18/08/2025,11H1IMINI3S,20,40,,
215069\421379_11.jpg,18/08/2025,11H11MIN,20,40,,
215070\421381_11.jpg,18/08/2025,11H1IMINI9S,20,40,,
215071\421383_11.jpg,18/08/2025,11H1IMIN22S,20,40,,
215072\421385_11.jpg,18/08/2025,11H11IMIN24S,20,40,,
215073\421387_11.jpg,18/08/2025,11H1,20,40,,
215074\421389_11.jpg,18/08/2025,11H1IMIN30S,20,40,,
215075\421391_11.jpg,18/08/2025,11H11MIN32S,20,40,,
215076\421393_11.jpg,18/08/2025,11H1IMIN3,20,40,,
215077\421395_11.jpg,18/08/2025,11H11IMIN38S,20,40,,
215078\421397_11.jpg,18/08/2025,11H1IMIN41S,20,40,,
215079\421399_11.jpg,18/08/2025,11H11MIN43,20,40,,
215080\421401_11.jpg,18/08/2025,11H11MIN46S,20,40,,
215081\421403_11.jpg,18/08/2025,11H1IMIN49S,20,40,,
215082\421405_11.jpg,18/08/2025,11H11MIN,20,40,,
215083\421407_11.jpg,18/08/2025,11H1IMIN,20,40,,
215084\421409_11.jpg,18/08/2025,11H1IMIN57S,20,40,,
215085\421411_11.jpg,18/08/2025,11H12MIN00S,20,40,,
215086\421413_11.jpg,18/08/2025,11H12MIN02S,20,40,,
215087\421415_11.jpg,18/08/2025,11H12MIN0,20,40,,
215088\421417_11.jpg,18/08/2025,11H12MIN08S,20,40,,
215089\421419_11.jpg,18/08/2025,11H12MIN,20,40,,
215090\421421_11.jpg,18/08/2025,11H12MIN13S,20,40,,
215091\421423_11.jpg,18/08/2025,11H12MIN16S,20,40,,
215092\421425_11.jpg,18/08/2025,11H12MIN19S,20,40,,
215093\421427_11.jpg,18/08/2025,11H12MIN22S,20,40,,
215094\421429_11.jpg,18/08/2025,11H12MIN24S,20,40,,
215095\421431_11.jpg,18/08/2025,11H12MIN27S,20,40,,
215096\421433_11.jpg,18/08/2025,11H12MIN30S,20,40,,
215097\421435_11.jpg,18/08/2025,11H12MIN33S,20,40,,
215098\421437_11.jpg,18/08/2025,11H12MIN3,20,40,,
215099\421439_11.jpg,18/08/2025,11H12MIN38S,20,40,,
215100\421441_11.jpg,18/08/2025,11H12MIN41S,20,40,,
215101\421443_11.jpg,18/08/2025,11H12MIN43S,20,40,,
215102\421445_11.jpg,18/08/2025,11H12MIN46S,20,40,,
215103\421447_11.jpg,18/08/2025,11H12MIN49S,20,40,,
215104\421449_11.jpg,18/08/2025,11H12MIN,20,40,,
215105\421451_11.jpg,18/08/2025,11H12MIN54S,20,40,,
215106\421453_11.jpg,18/08/2025,11H12MIN57S,20,40,,
215107\421455_11.jpg,18/08/2025,11H13MIN00S,20,40,,
215108\421457_11.jpg,18/08/2025,11H13MIN03S,20,40,,
215109\421459_11.jpg,18/08/2025,11H13MIN0,20,40,,
215110\421461_11.jpg,18/08/2025,11H13MIN08S,20,40,,
215111\421463_11.jpg,18/08/2025,11H1I3MIN,20,40,,
215112\421465_11.jpg,18/08/2025,11H13MIN,20,40,,
215113\421467_11.jpg,18/08/2025,11H13MIN16S,20,40,,
215114\421469_11.jpg,18/08/2025,11H13MINI9S,20,40,,
215115\421471_11.jpg,18/08/2025,11H13MIN22S,20,40,,
215116\421473_11.jpg,18/08/2025,11H13MIN24S,20,40,,
215117\421475_11.jpg,18/08/2025,11H13MIN27S,20,40,,
215118\421477_11.jpg,18/08/2025,11H13MIN30S,20,40,,
215119\421479_11.jpg,18/08/2025,11H13MIN33S,20,40,,
215120\421481_11.jpg,18/08/2025,11H13MIN3,20,40,,
215121\421483_11.jpg,18/08/2025,S,20,40,,
215122\421485_11.jpg,18/08/2025,11H13MIN41S,20,40,,
215123\421487_11.jpg,18/08/2025,11H13MIN44S,20,40,,
215124\421489_11.jpg,18/08/2025,11H13MIN46S,20,40,,
215125\421491_11.jpg,18/08/2025,11H13MIN49S,20,40,,
215126\421493_11.jpg,18/08/2025,11H13MIN,20,40,,
215127\421495_11.jpg,18/08/2025,11,20,40,,
215128\421497_11.jpg,18/08/2025,11H13MIN57S,20,40,,
215129\421499_11.jpg,18/08/2025,11H14MIN00S,20,40,,
215130\421501_11.jpg,18/08/2025,11H14MIN03S,20,40,,
215131\421503_11.jpg,18/08/2025,11H14MIN0,20,40,,
215132\421505_11.jpg,18/08/,11H14MIN08SS,20,40,,
215133\421507_11.jpg,18/08/2025,11H14MIN,20,40,,
215134\421509_11.jpg,18/08/2025,11H14MIN14S,20,40,,
215135\421511_11.jpg,18/08/2025,11H14MIN16S,20,40,,
215136\421513_11.jpg,18/08/2025,11H14MINI19S,20,40,,
215137\421515_11.jpg,18/08/2025,11H14MI,20,40,,
215138\421517_11.jpg,18/08/2025,11H14MIN2,20,40,,
215139\421519_11.jpg,18/08/2025,11H14MIN27S,20,40,,
215140\421521_11.jpg,18/08/2025,11H14MIN30S,20,40,,
215141\421523_11.jpg,18/08/2025,11H14MIN33S,20,40,,
215142\421525_11.jpg,18/08/2025,11H14MIN3,20,40,,
215143\421527_11.jpg,18/08/2025,11H14MIN38S,20,40,,
215144\421529_11.jpg,18/08/2025,11H14MIN,20,40,,
215145\421531_11.jpg,18/08/2025,11H14MIN44S,20,40,,
215146\421533_11.jpg,18/08/2025,11H14MIN46S,20,40,,
215147\421535_11.jpg,18/08/2025,11H14MIN49S,20,40,,
215148\421537_11.jpg,18/08/2025,11H14MIN,20,40,,
215149\421539_11.jpg,18/08/2025,11H14MIN,20,40,,
215150\421541_11.jpg,18/08/2025,11H14MIN5,20,40,,
215151\421543_11.jpg,18/08/2025,11H1,20,40,,
215152\421545_11.jpg,18/08/2025,11H1,20,40,,
215153\421547_11.jpg,18/08/2025,11H15MIN06S,20,40,,
215154\421549_11.jpg,18/08/2025,11H1,20,40,,
215155\421551_11.jpg,19,11H1I,20,40,,
215156\421553_11.jpg,18/08/2025,11H1,20,40,,
215157\421555_11.jpg,18/08/2025,11H1,20,40,,
215158\421557_11.jpg,18/08/2025,11H1,20,40,,
215159\421559_11.jpg,18/08/2025,11H1,20,40,,
215160\421561_11.jpg,18/08/2025,11H1,20,40,,
215161\421563_11.jpg,18/08/2025,11H1,20,40,,
215162\421565_11.jpg,18/08/2025,1,20,40,,
215163\421567_11.jpg,18/08/2025,11H1,20,40,,
215164\421569_11.jpg,18/08/2025,11H1,20,40,,
215165\421571_11.jpg,18/08/2025,11H1,20,40,,
215166\421573_11.jpg,18/08/2025,11H1,20,40,,
215167\421575_11.jpg,18/08/2025,11H1,20,40,,
215168\421577_11.jpg,18/08/2025,11H1,20,40,,
215169\421579_11.jpg,18/08/2025,11H1,20,40,,
215170\421581_11.jpg,18/08/2025,11H1,20,40,,
215171\421583_11.jpg,18/08/2025,11H1,20,40,,
215172\421585_11.jpg,18/08/2025,11H1,20,40,,
215173\421587_11.jpg,18/08/2025,11H16MIN00S,20,40,,
215174\421589_11.jpg,18/08/2025,11H16MIN03S,20,40,,
215175\421591_11.jpg,18/08/2025,11H16MIN06S,20,40,,
215176\421593_11.jpg,18/08/2025,11H16MIN08S,20,40,,
215177\421595_11.jpg,18/08/2025,11H16MIN1IS,20,40,,
215178\421597_11.jpg,18/08/2025,11H16MIN14S,20,40,,
215179\421599_11.jpg,18/08/2025,11H16MIN17S,20,40,,
215180\421601_11.jpg,18/08/2025,11H16MIN19S,20,40,,
215181\421603_11.jpg,18/08/2025,11H16MIN22S,20,40,,
215182\421605_11.jpg,18/08/2025,11H16MIN2,20,40,,
215183\421607_11.jpg,18/08/2025,11H16MIN27S,20,40,,
215184\421609_11.jpg,18/08/2025,11H16MIN30S,20,40,,
215185\421611_11.jpg,18,11H16MIN33S,20,40,,
215186\421613_11.jpg,18/08/2025,11H16MIN36S,20,40,,
215187\421615_11.jpg,1,11H16MIN38S,20,40,,
215188\421617_11.jpg,18/08/2025,11H16MIN41S,20,40,,
215189\421619_11.jpg,18/08/2025,11H16MIN,20,40,,
215190\421621_11.jpg,18/08/2025,11H16MIN4,20,40,,
215191\421623_11.jpg,18/08/2025,11H16MIN49S,20,40,,
215192\421625_11.jpg,18/08/2025,11H16MIN52S,20,40,,
215193\421627_11.jpg,18/08/2025,11H16MIN,20,40,,
215194\421629_11.jpg,18/08/2025,11H16MIN,20,40,,
"Faixa1_0,5Ciclos(110V).jpg",03/12/2025,15H05MIN24S,040,090,083,
"Faixa1_0,5Ciclos(220V).jpg",03/12/2025,15H20MIN19S,040,090,083,
Faixa1_1Ciclo(110V).jpg,03/12/2025,15H08MIN03S,040,090,083,
Faixa1_1Ciclos(220V).jpg,03/12/2025,15H24MIN30S,040,090,083,
"Faixa1_21,6Vcc.jpg",03/12/2025,16H00MIN56S,040,090,083,
"Faixa1_26,4Vcc.jpg",03/12/2025,15H56MIN39S,040,090,083,
Faixa1_300Ciclos(110V).jpg,03/12/2025,15H15MIN15S,040,090,083,
Faixa1_300Ciclos(220V).jpg,03/12/2025,15H26MIN21S,040,090,083,
Faixa1_30Ciclos(110V).jpg,03/12/2025,15H12MIN25S,040,090,083,
Faixa1_30Ciclos(220V).jpg,03/12/2025,15H26MIN12S,040,090,083,
"Faixa1_40%(21,6V).jpg",03/12/2025,20H05MIN37S,040,090,083,
"Faixa1_40%(26,4V).jpg",03/12/2025,20H40MIN18S,040,090,083,
"Faixa1_70%(21,6V).jpg",03/12/2025,20H34MIN54S,040,090,083,
"Faixa1_70%(26,4V).jpg",03/12/2025,20H46MIN06S,040,090,083,
"Faixa1_85-120%(21,6V).jpg",03/12/2025,20H31MIN49S,040,090,083,
"Faixa1_85-120%(26,4V).jpg",03/12/2025,20H45MIN46S,040,090,083,
Faixa1_AC(L-N).jpg,03/12/2025,09H32MIN23S,040,090,083,
Faixa1_AC(N-PE).jpg,03/12/2025,09H52MIN26S,040,090,083,
Faixa1_Assincrono.jpg,03/12/2025,09H59MIN59S,040,090,083,
Faixa1_DC(L+N-PE).jpg,03/12/2025,09H59MIN43S,040,090,083,
Faixa1_DC(L-PE).jpg,03/12/2025,09H56MIN25S,040,090,083,
Faixa1_LI(110V).jpg,03/12/2025,14H17MIN06S,040,090,083,
Faixa1_LI(220V).jpg,03/12/2025,14H28MIN48S,040,090,083,
Faixa1_LSCA(110V).jpg,03/12/2025,12H22MIN06S,040,090,083,
"Faixa2_0,5Ciclos(110V).jpg",03/12/2025,15H05MIN24S,040,090,083,
"Faixa2_0,5Ciclos(220V).jpg",03/12/2025,15H20MIN19S,040,090,083,
Faixa2_1Ciclo(110V).jpg,03/12/2025,15H08MIN03S,040,090,083,
Faixa2_1Ciclo(220V).jpg,03/12/2025,15H24MIN30S,040,090,083,
"Faixa2_21,6Vcc.jpg",03/12/2025,16H00MIN56S,040,090,083,
"Faixa2_26,4Vcc.jpg",03/12/2025,15H56MIN39S,040,090,083,
Faixa2_300Ciclos(110V).jpg,03/12/2025,15H15MIN15S,040,090,083,
Faixa2_300Ciclos(220V).jpg,03/12/2025,15H26MIN21S,040,090,083,
Faixa2_30Ciclos(110V).jpg,03/12/2025,15H12MIN25S,040,090,083,
Faixa2_30Ciclos(220V).jpg,03/12/2025,15H26MIN12S,040,090,083,
"Faixa2_40%(21,6).jpg",03/12/2025,20H05MIN37S,040,090,083,
"Faixa2_40%(26,4V).jpg",03/12/2025,20H40MIN18S,040,090,083,
"Faixa2_70%(21,6V).jpg",03/12/2025,20H34MIN54S,040,090,083,
"Faixa2_70%(26,4V).jpg",03/12/2025,20H46MIN06S,040,090,083,
"Faixa2_85-120%(21,6V).jpg",03/12/2025,20H31MIN49S,040,090,083,
"Faixa2_85-120%(26,4V).jpg",03/12/2025,20H45MIN46S,040,090,083,
Faixa2_AC(L-N).jpg,03/12/2025,09H32MIN24S,040,090,083,
Faixa2_AC(N-PE).jpg,03/12/2025,09H52MIN27S,040,090,083,
Faixa2_Assincrono.jpg,03/12/2025,09H59MIN59S,040,090,083,
Faixa2_DC(L+N-PE).jpg,03/12/2025,09H59MIN43S,040,090,083,
Faixa2_DC(L-PE).jpg,03/12/2025,09H56MIN25S,040,090,083,
Faixa2_LI(110V).jpg,03/12/2025,14H17MIN06S,040,090,083,
Faixa2_LI(220V).jpg,03/12/2025,14H28MIN48S,040,090,083,
Faixa2_LSCA(110V).jpg,03/12/2025,12H22MIN06S,040,090,083,
Faixa2_LSCA(220V).jpg,03/12/2025,12H33MIN32S,040,342,318,
Faixa_LSCA(220V).jpg,03/12/2025,12H33MIN32S,040,342,318,
