Arquivo,Data,Hora,Vel_Regulamentada (Km/h),Vel_Medida (Km/h),Vel_Considerada (Km/h),Erro
214869\420979_11.jpg,18/08/2025,11H02MIN1,20,40,,
214870\420981_11.jpg,18/08/2025,11H02MIN12S,20,40,,
214871\420983_11.jpg,18/08/2025,11H02MIN,20,40,,
214872\420985_11.jpg,18/08/2025,11H02MIN18S,20,40,,
214873\420987_11.jpg,18/08/2025,11H02MIN,20,40,,
214874\420989_11.jpg,18/08/2025,11H02MIN23S,20,40,,
214875\420991_11.jpg,18/08/2025,11H02MIN26S,20,40,,
214876\420993_11.jpg,18/08/2025,11H02MIN29S,20,40,,
214877\420995_11.jpg,18/08/2025,11H02MIN32S,20,40,,
214878\420997_11.jpg,18/08/2025,11H02MIN34S,20,40,,
